label,message
ham,Oh k:)after that placement there ah?
spam,You have 1 new message. Please call 08718738034.
ham,Talk to g and x about that
ham,I said its okay. Sorry
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,"Oh... Icic... K lor, den meet other day..."
ham,"Sorry, I'll call later"
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,* Thought I didn't see you.
ham,Want to send me a virtual hug?... I need one
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,I like to talk pa but am not able to. I dont know y.
ham,Well that must be a pain to catch
spam,Adult 18 Content Your video will be with you shortly
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Can not use foreign stamps in this country.
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,"Cool, what time you think you can get here?"
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,Then dun wear jeans lor...
ham,"I'm in a meeting, call me later at"
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
ham,Hey i've booked the 2 lessons on sun liao...
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,"Call me da, i am waiting for your call."
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Please attend the phone:)
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,"Nah, I'm a perpetual DD"
ham,Mm you ask him to come its enough :-)
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,I can do that! I want to please you both inside and outside the bedroom...
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,I'm good. Have you registered to vote?
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,Go where n buy? Juz buy when we get there lar.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,Company is very good.environment is terrific and food is really nice:)
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Happy birthday... May all ur dreams come true...
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,Just sent it. So what type of food do you like?
ham,Take some small dose tablet for fever
ham,"Yes but i dont care! I need you bad, princess!"
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,Lol they were mad at first but then they woke up and gave in.
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,"Yes, princess. Toledo."
ham,Takin a shower now but yeah I'll leave when I'm done
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Am not interested to do like that.
ham,I need... Coz i never go before 
ham,I'm serious. You are in the money base
ham,S but not able to sleep.
ham,"Alright we're hooked up, where you guys at"
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,Ok.ok ok..then..whats ur todays plan
ham,Ok
ham,I sent them. Do you like?
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,You are right. Meanwhile how's project twins comin up
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,And how's your husband.
ham,Meet after lunch la...
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,No shoot me. I'm in the docs waiting room. :/
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
ham,I cant pick the phone right now. Pls send a message
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Ok... Help me ask if she's working tmr a not?
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,I want to be inside you every night...
ham,Free any day but i finish at 6 on mon n thurs...
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,I cant pick the phone right now. Pls send a message
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Welp apparently he retired
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,If I was I wasn't paying attention
ham,No..jst change tat only..
ham,:-( sad puppy noise
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,Okie...
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,Sent me de webadres for geting salary slip
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,When you came to hostel.
ham,Cool. So how come you havent been wined and dined before?
ham,They r giving a second chance to rahul dengra.
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
ham,For my family happiness..
ham,Yes princess! I want to catch you with my big strong hands...
ham,Ok which your another number
ham,We confirm eating at esplanade?
ham,Home so we can always chat
ham,Am also doing in cbe only. But have to pay.
ham,You're right I have now that I think about it
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
ham,Ew are you one of them?
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,Thanks love. But am i doing torch or bold.
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,I'm really sorry I lit your hair on fire
ham,* You gonna ring this weekend or wot?
ham,S..antha num corrct dane
ham,Still in customer place
ham,So do you have samus shoulders yet
ham,Erutupalam thandiyachu
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,Ok no prob...
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
ham,I dled 3d its very imp
ham,Will it help if we propose going back again tomorrow
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,That day you asked about anand number. Why:-)
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,When you are big..| God will bring success.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,Are you wet right now?
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Hmmm.still we dont have opener?
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
ham,"U so lousy, run already come back then half dead... Hee..."
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Old Orchard near univ. How about you?
ham,"Sorry, I'll call later"
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,No dear i was sleeping :-P
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,If You mean the website. Yes.
ham,I will once i get home
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,"whatever, im pretty pissed off."
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,Wat time ü finish?
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,K..k...from tomorrow onwards started ah?
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,How come u got nothing to do?
ham,Ok.
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,India have to take lead:)
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,Ya had just now.onion roast.
ham,U in town alone?
ham,Dude im no longer a pisces. Im an aquarius now.
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Nah im goin 2 the wrks with j wot bout u?
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Discussed with your mother ah?
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Don no da:)whats you plan?
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,"Doing nothing, then u not having dinner w us?"
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Am i that much bad to avoid like this?
ham,True. Its easier with her here.
ham,S:)8 min to go for lunch:)
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,Lolnice. I went from a fish to ..water.?
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Okay. I've seen it. So i should pick it on friday?
ham,Ok. I asked for money how far
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,What Today-sunday..sunday is holiday..so no work..
ham,Ok i am on the way to railway
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,Ok then i will come to ur home after half an hour
ham,Sorry da. I gone mad so many pending works what to do.
ham,Send me yetty's number pls.
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,Convey my regards to him
ham,Yep then is fine 7.30 or 8.30 for ice age.
ham,aathi..where are you dear..
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
ham,Am in film ill call you later.
ham,I'm in class. Did you get my text.
ham,Ok i go change also...
ham,I wish u were here. I feel so alone
ham,"Not really dude, have no friends i'm afraid :("
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,He is world famamus....
ham,That depends. How would you like to be treated? :)
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Is xy going 4 e lunch?
ham,2mro i am not coming to gym machan. Goodnight.
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Are you willing to go for aptitude class.
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Yup ok...
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,You'd like that wouldn't you? Jerk!
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,From 5 to 2 only my work timing.
ham,It's ok lar. U sleep early too... Nite...
ham,Customer place i will call you
ham,Now? I'm going out 4 dinner soon..
ham,K. Did you call me just now ah? 
ham,Its a great day. Do have yourself a beautiful one.
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Sat right? Okay thanks... 
ham,What time do u get out?
ham,I have no money 4 steve mate! !
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Why she wants to talk to me
ham,Ok.
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,Surly ill give it to you:-) while coming to review.
ham,Me fine..absolutly fine
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,How much i gave to you. Morning.
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Ok no prob... I'll come after lunch then...
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,Sent me ur email id soon
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,No. Did you multimedia message them or e-mail?
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Nah dub but je still buff
ham,Mm i am on the way to railway
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Yo come over carlos will be here soon
ham,I dont have i shall buy one dear
ham,Ü go home liao? Ask dad to pick me up at 6...
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,When are you guys leaving?
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
ham,I accidentally deleted the message. Resend please.
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,"Sure, I'll see if I can come by in a bit"
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams"
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Leave it. U will always be ignorant.
ham,Thanx but my birthday is over already.
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,aathi..where are you dear..
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"see you then, we're all christmassy here!"
ham,No she didnt. I will search online and let you know.
ham,Am only searching for good dual sim mobile pa.
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,I'll let you know when it kicks in
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Die... Now i have e toot fringe again...
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,"Haha yeah, 2 oz is kind of a shitload"
ham,Rofl. Its true to its name
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,Wanna do some art?! :D
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,"Sorry, I'll call later"
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,Remind me how to get there and I shall do so
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
ham,YO YO YO BYATCH WHASSUP?
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,What class of  &lt;#&gt;  reunion?
ham,Just wait till end of march when el nino gets himself. Oh.
ham,U don't remember that old commercial?
ham,Ok u can take me shopping when u get paid =D
ham,Ard 530 lor. I ok then message ü lor.
ham,Are you still playing with gautham?
ham,"I'm in a meeting, call me later at"
ham,Sir send to group mail check it.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,Am okay. Will soon be over. All the best
ham,I'm really not up to it still tonight babe
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,I'm always looking for an excuse to be in the city.
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,I will see in half an hour
ham,3 pa but not selected.
ham,New car and house for my parents.:)i have only new job in hand:)
ham,"It‘s reassuring, in this crazy world."
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Blank is Blank. But wat is blank? Lol
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
ham,Hey i will be late ah... Meet you at 945+
ham,Also hi wesley how've you been
